category,text
透水事故,该矿井田内及周边存在采空区并大量积水，擅自开采隔水煤柱，在有透水预兆的情况下，违章指挥、冒险进行巷采出煤，放炮引发采空区积水涌出导致透水事故发生。
运输事故,"严重违规使用矿车运送人员,且与料车混挂；"
瓦斯事故,事故直接原因是该矿未采取区域防突措施，在掘进工作面放炮诱导瓦斯突出，造成风流反向，高浓度瓦斯流经暗斜井绞车房时，由于电器失爆产生火花引发瓦斯爆炸。
瓦斯事故,刘天权非法采煤窝点在不具备安全生产条件的情况下，非法组织生产，采取独眼井开采，局部通风机供风采煤，且抽循环风，造成+713米水平运输巷瓦斯积聚；工人在合岩石电钻开关时电缆一相裸露铜芯线与轨道短路产生火花，引起瓦斯爆炸。
瓦斯事故,田玉煤业有限公司非法越界布置4-2煤层系统，该系统皮带巷机尾正头掘进工作面曾与老空区打透，未密闭，由于矿井负压作用，导致瓦斯不断涌出；该系统通风管理混乱，通风设施不可靠，漏风严重，风量严重不足，局扇吸循环风，致使掘进工作面、3号联络巷、回风巷交岔口处瓦斯积聚，瓦斯浓度达到爆炸界限；耙斗机在扒煤过程中，因打结且有毛刺的钢丝绳与耙斗机绞车右滚筒左翼板摩擦产生火花引起瓦斯爆炸，导致11名矿工遇难。
透水事故,"三段36B#右零路平巷掘进工作面违章放炮,打通了原立井遗留的一条巷道,原立井巷道及采空区积水溃入,导致水害事故。"
透水事故,该矿掘进井下+350m水平水仓时进入突出煤层，未采取有效防突措施，放炮诱发煤与瓦斯突出。
透水事故,在未详细查明井田采（古）空区情况下，没有针对9 #煤层的探放水措施，6103回风顺槽掘进致9 #煤层老空高压水突破顺槽与钻场交汇处底板，冲淹巷道，造成人员伤亡。
透水事故,曾家沟煤矿为资源整合矿井，在技改整合期间违法越界开采团坝煤矿的隔离煤柱，且在发生透水征兆后未及时撤出井下作业人员，采煤作业导致老空区积水透出，造成透水点以下12 人死亡。
透水事故,该矿私自改变矿井生产系统和通风系统，无专用回风巷，系统不完善、不可靠，存在重大隐患
透水事故,空气压缩机为“三无”翻修产品，运行质量差，保护装置不齐全，积炭严重，引发了该设备的自燃和爆炸，是这次重大火灾事故的直接原因。
透水事故,该矿属技改矿井，其水仓正在建设，不具备联合试生产条件，而有关部门却批复同意其进入试生产阶段；
透水事故,突水点以上存有大量的老空区，老空区内存有大量的承压水，突水点处到老空区的防隔水煤柱宽度不够，在承压水长期的压迫和浸渗下，防隔水煤柱被突然冲垮，老空区内的水瞬间溃出，是造成这起透水事故发生的直接原因。
透水事故,矿井停电停风后，井下部分巷道瓦斯积聚并达到爆炸浓度界限，恢复供电后K7运输巷煤电钻综合保护装置失爆产生火花，引起瓦斯爆炸。
透水事故,超层越界、非法盗采。该矿被批准开采2号煤层，但却在矿井设计时就把煤仓布置到9号煤层，将主斜井打到 9号煤层。9 号煤层从 2005 年开始掘进，2006年3月开始生产，并通过井下打临时密闭制造假象，井上图纸和资料弄虚作假， 恶意逃避安全监管监督。 事故发生时，9号煤层共有10个包工队在10个掘进头出煤而且初步查明在9号煤层违规使用非防爆三轮车多达54辆。初步分析，瓦斯爆炸发生在非法盗采的9号煤层，9号巷道上部有煤尘参与爆炸形成的过火结焦现象。
瓦斯事故,水井湾煤矿2106工作面没有形成全负压通风，造成局部瓦斯聚积达到爆炸界限，矿工在2106工作面操作失爆的矿灯产生电火花，引起瓦斯爆炸。
透水事故,该矿20101回风巷掘进工作面附近小煤窑老空区积水情况未探明，且在发现透水征兆后未及时采取撤出井下作业人员等果断措施，掘进作业导致老空区积水透出，造成+583.168m标高以下巷道被淹和人员伤亡。
透水事故,该矿违反技术改造初步设计，擅自在老空边界开掘一探巷采煤，导致老空积水溃出，是事故发生的直接原因。
透水事故,该矿地质勘探资料与实际水文地质情况有差异，对奥灰水防治工作认识和措施不到位。该矿地质资料显示水文地质条件简单，建设、施工、监理、设计等单位思想麻痹大意，尤其是该矿2007年12月轨道大巷发生奥灰水涌水淹井后，未引起相关单位的高度重视，没有采取有针对性的奥灰水防治措施。
火灾事故,立胜煤矿中间立井三道暗立井内敷设的非阻燃电缆老化破损，短路着火，引燃电缆外套塑料管、吊箩、木支架及周边煤层，产生大量有毒有害气体，造成人员窒息伤亡。
爆炸事故,"该矿为高瓦斯矿井,在地质构造复杂三水平南二石门15号煤层探煤巷,爆破作业诱发煤(岩)与瓦斯突出;突出的瓦斯逆流进入二段钢带机巷,在二水平南大巷与新鲜风流汇合,然后进入二水平卸载巷附近区域,达到瓦斯爆炸界限,卸载巷电机车架线并线夹接头产生电火花引起瓦斯爆炸。"
爆炸事故,一是爆破作业中，违反《煤矿安全规程》相关规定，深孔松动爆破岩石时，安全警戒距离小于200米，直接造成200米范围内的4人当场死亡；二是火工品管理混乱，大峰矿有炸药库，承包方广东宏大爆破股份有限公司也有炸药库，大峰矿对其发放炸药量领取自由，无退库记录。事发前，曾经一次领取雷管4500发，只使用几百发，有大量雷管炸药未退回矿方炸药库；三是采取的硐室加强松动爆破（大爆破）作业技术上存在问题；四是甲乙双方工程承包机制不健全，甲方对乙方的施工安全监督管理不到位。
瓦斯事故,事故区域通风系统不稳定，301采煤工作面风量分配不合理，导致左工作面风量明显不足，遇有地质构造及周期来压，大量瓦斯涌出，达到爆炸界限，工人违章放“糊炮”崩大块岩石产生火焰引爆瓦斯。
瓦斯事故,同华煤矿三采区安稳斜井揭煤工作面所揭的K3煤层为突出煤层，在“四位一体”（即突出危险性预测、防治突出措施、防治突出措施的效果检验、安全防护措施）综合防突措施落实不到位的情况下，违章放炮作业诱导了煤与瓦斯突出，放炮时未按规定撤人和关闭防突反向风门，造成人员伤亡。
瓦斯事故,屯兰矿这样一个高瓦斯矿井，12403工作面1号联络巷共37米长，有25米左右处于微风，导致瓦斯积聚，这是其一;第二是局部通风机和开关按规程设计应该在轨道下安装，结果2月5日安放在了1号联络巷下;第三，瓦斯检查是在风机的吸风口进行的，没有检查到开关和电器附近，没有在25米瓦斯积聚的地方检查，事故直接原因就源于这三个方面。开关内部爆炸，引起瓦斯爆炸，又引起瓦斯抽放管爆炸，连锁反应导致这样一起重大、惨痛的事故。
瓦斯事故,2152回采工作面开来煤层具有煤与瓦斯突出危险性。开采之前，没有进行区城性瓦斯预抽，局部防突措施不到位，没有消除煤层煤与瓦斯突出危险性。作业人员拆棚开采时，护护顶不及时，顶煤煤诱导了煤与瓦斯突出。作业人员发现煤与瓦斯突出预兆后没有及时敝离，造成人员伤亡。
瓦斯事故,非法违法组织生产。按照河南省有关规定，该矿应在隐患整改完成后再进行技术改造，技改完成后方能进行生产活动，但该矿置政府法令于不顾，擅自打开密闭，非法组织生产，且存在长期非法越界盗采的问题。
火灾事故,该矿采取压入式通风，防灭火检测手段落后，未能及时发现煤炭自然发火征兆；易自燃煤层永久巷道锚喷封闭不严，存在自然发火条件；该矿进风井第四联络巷煤层自燃引发火灾事故。
瓦斯事故,二平巷掘进工作面与一平巷的六上山采空区煤柱小于最小爆破抵抗线，六上山采空区瓦斯积聚的浓度达到爆炸界限，掘进工作面爆破引起采空区瓦斯爆炸。
瓦斯事故,事故区域通风系统不稳定，301采煤工作面风量分配不合理，导致左工作面风量明显不足，遇有地质构造及周期来压，大量瓦斯涌出，达到爆炸界限，工人违章放“糊炮”崩大块岩石产生火焰引爆瓦斯
透水事故,一是企业安全生产主体责任不落实。自2008年3月以来那读煤矿矿长一直缺位，安全管理混乱，没有按照要求开展安全生产百日督查专项行动。二是探放水措施不落实。违规使用煤电钻代替专用探水钻进行探水。三是现场管理混乱。该矿在4304工作面3个切眼先后发现透水征兆的情况下，未按规定撤出受水威胁区域的作业人员;事故发生前，盲目通知已经撤到安全地点的人员返回作业地点恢复生产。四是水文资料不清，水患排查治理不到位。该矿没有查清老空区积水和废弃小煤矿的积水情况，没有排查出重大透水安全隐患;发现多次透水征兆后，未采取措施进行彻底根治。
爆炸事故,井下违规存放非法购买的炸药，在潮湿、不通风的环境下热分解，形成自燃;燃烧产生大量一氧化碳、氮氧化合物等有毒有害气体，由于独眼井开采，通风混乱，导致井下作业的矿工中毒窒息死亡。
爆炸事故,凉水井煤矿违规建设、非法生产。该矿于2007年8月建成，在未取得采矿许可证、煤炭生产许可证、安全生产许可证，没有经过验收的情况下，两个综采工作面生产出煤。
爆炸事故,火工品管理极度混乱。该矿购买、储存非法私制炸药，井下火工品使用管理极度混乱，没有合规的爆炸材料库（已初步查明存在3个非正规爆炸材料库），没有井下火工品领用制度，没有专职放炮员，随意领取火工品；大量炸药和雷管混放，部分炸药和雷管提前装配，严重违反规程的规定。
瓦斯事故,（1）该矿开采的C5煤层顶、底板均为透气性差的泥岩，（2）煤层瓦斯含量大。（3）突出地点煤层变厚变软，倾角变大，并处于采掘应力集中区域，煤层瓦斯压力大，煤层内出现动力现象特征。（3）作业人员作业人员在瓦斯出现异常、有煤与瓦斯突出预兆的情况下违章放炮，诱发煤与瓦斯突出。
瓦斯事故,张家洲煤矿2煤层具有蝶与瓦斯突出危验性。事故地点2煤层遇构造竞化，厚度增大，又处于上次突出后应力集中区，加大了突出危险性。矿井浸有进行瓦断抽成，事故据进没有深取防突施，突出险性没有消除。作业人员没有处理工作面上方空顶，打钻动引起顶爆落，诱导了煤与瓦断突出。
瓦斯事故,高桥煤矿不按照矿井技术改造初步设计方案施工，擅自在非技术改造区域违法违规组织掘进，且在没有采取防治突出措施情况下，违章指挥作业人员在有严重突出危险的区域冒险作业。
瓦斯事故,思想认识不到位。落实习近平总书记关于安全生产重要思想有差距，红线意识不强；贯彻安全生产方针有差距，存在重生产，轻安全，重效益，轻安全的思想；贯彻落实《防治煤与瓦斯突出规定》和河南省政府煤矿瓦斯治理双十条有差距，采用顺层钻孔消突措施。
瓦斯事故,薛湖煤矿所采二2煤层为煤与瓦斯突出煤层，2306风巷掘进工作面具有突出危险性；掘进工作面遇断层，构造应力与地应力叠加，加大突出危险性；区域综合防突措施未能消除突出危险；综掘机割煤扰动诱发煤与瓦斯突出。
顶板事故,开拓二队当班工人王刘杰在刨挖舍帮侧第51道抬棚下端单体液压支柱柱脚下活碴时，中间和上端单体液压支柱初撑力不足，下端单体液压支柱倾斜，造成顶梁下端向舍帮侧旋转，顶梁上端以该抬棚中间支柱为轴心向外旋转移动，捆绑上端单体液压支柱与顶梁的铁丝崩断，上端单体液压支柱歪倒砸中王刘杰头部，导致事故的发生。
瓦斯事故,没有执行停产整顿指令。2016年12月12日兴峪煤矿被责令停产整顿，12月29日批准进行隐患排查治理，但12月12日至29日期间，该矿每天都领取和使用民爆物品，共使用炸药776公斤、雷管930发；发生事故的掘进工作面没有列入隐患整改方案，属于擅自施工。
顶板事故,11011采煤工作面采用单体支柱放顶煤开采工艺，在过废弃老巷时没有采取安全防护措施，违章指挥工人冒险拆除老巷U型钢支架，引起顶板冒落，造成老空区泥浆、碴石溃出。
瓦斯事故,存在重生产、轻安全，防突意识淡薄，违章指挥、违章作业，突出鉴定工作有漏洞等问题。
顶板事故,一是矿井未严格执行作业规程和安全技术措施；二是工程质量较差，巷道支护强度不够；三是斜巷掘进过断层顶板破碎带，未采取防倾倒冒顶专项措施；四是安全管理松懈。
顶板事故,部分安全管理人员在明知存在安全隐患或安全隐患未消除的情况下，未及时停工停产安排整改消除隐患，仍然违章指挥工人继续作业。
顶板事故,现场安全管理人员和各级带班领导对作业规程、措施的现场落实情况监督不力，安全检查和隐患排查、交接班检查流于形式，不能发现存在的安全隐患，对发现的安全隐患未进行跟踪管理，未督促落实整改；现场安全管理职责不清，施工现场劳动组织混乱，对工人违章作业不制止。
顶板事故,制订的技术措施不符合相关规定和要求，且未及时进行修改、完善；措施针对性不强，不能有效解决现场出现的安全隐患；作业规程、技术措施审批把关不严，存在漏洞，且有随意更改的情况。
顶板事故,安全培训不到位；对作业规程贯彻学习走过场，学习效果差；职工安全意识差，自保互保意识不强，对违章施工、冒险作业行为熟视无睹。
顶板事故,存在重生产、轻安全，安全管理松懈的现象。安全生产责任制和隐患排查等制度落实不严格
瓦斯事故,长虹公司为煤与瓦斯突出矿井，所采二1煤层为突出煤层; 二1-21010机巷掘进工作面在出现了喷孔、顶钻等突出预兆，实际已进入突出危险区，未采取区域综合防突措施，没有消除突出危险性，继续掘进作业，工人修棚打穿杆作业扰动煤体，诱发煤与瓦斯突出。
透水事故,东翼采煤队南上山掘进工作面迎头放炮后将南上山与大峪沟炭煤矿老空积水区贯通，老空水伴随着老空积水区内的CO2、H2S、CH4等有毒有害气体涌入南上山和西巷掘进工作面，现场作业人员因吸入有毒有害气体导致伤亡。
瓦斯事故,矿井生产地质工作不到位，未搞清断层产状及影响范围等基础资料。
火灾事故,该矿违反《16091下付巷底抽巷穿层钻孔设计及施工方案》中“16091底抽巷采用2部钻机施工”的规定，16091底抽巷实际采用3部钻机同时作业。
透水事故,经初步分析判断，事故的直接原因该矿防治水工作不落实，废弃井筒与上部采空区联通，复采工作面运输巷布置过近，一个采面机巷附近一废弃井筒内的积水，随着时间原因的增加不断积聚，积水压力超过巷道支护力量极限，造成积水突然溃出。
瓦斯事故,在具有突出危险性的16031回风巷掘进工作面，尽管实施了区域和局部综合防突措施，但受该区域特殊、复杂地质条件的影响，尤其是马坊泉断层带的影响，煤体结构、地应力发生异常变化，加之采动引起的集中应力区范围的变化，综合防突措施仍未能完全消除突出危险。16031回风巷3号上帮抽采钻场掘进工作面前方煤岩体受多种应力叠加作用，积聚的能量超过了其抵抗极限，导致发生了煤与瓦斯突出。
瓦斯事故,非法违法组织生产。按照河南省有关规定，该矿应在隐患整改完成后再进行技术改造，技改完成后方能进行生产活动，但该矿置政府法令于不顾，擅自打开密闭，非法组织生产，且存在长期非法越界盗采的问题。
瓦斯事故,一是发生事故的工作面曾于2008年8月1日在掘进机巷时发生重大煤与瓦斯突出事故，造成23人死亡，但事发矿没有真正吸取教训，以致再次引发特别重大煤与瓦斯突出事故;二是事发矿落实安监总局《防治煤与瓦斯突出规定》不严格、不认真，实施区域防突措施不到位，没有消除突出危险，在实施局部“四位一体”防突措施时发生突出事故;三是在采取施工防突措施期间，井下人员集中，劳动组织不合理，造成重大人员伤亡。
瓦斯事故,矿井没有认真落实煤矿防突规定和企业内部防突要求。一是没有严格按照区域防突设计进行施工；二是没有落实局部防突要求；三是不按防突规定进行现场防突预测。
爆炸事故,煤矿在井下私自储存了两吨多的炸药。
爆炸事故,严重非法违法组织生产。该矿已被河南省人民政府确定为关闭矿井，而且采矿许可证等证照已经过期，地方政府已责令其停产，并采取了断电措施。但该矿拒不执行停产指令，私自接通电源，继续违法组织生产。
瓦斯事故,该矿违法在二1煤1102回风巷工作面掘进，由于区域和局部综合防治瓦斯突出措施不落实，在施工瓦斯排放钻孔时诱发煤与瓦斯突出；突出的瓦斯逆流至副斜井井口，遇明火发生爆炸，并引起瓦斯燃烧。
透水事故,（一）资源整合筹建处没有认真履行安全管理职责，对该矿安全管理不力，没有及时督促解决该矿存在的重大事故隐患，对该矿的违规生产行为没有采取有效措施予以制止。（二）对该矿安全生产管理重视不够，没有使该矿的人员素质、技术装备水平和安全生产水平得到实质性提高。
瓦斯事故,新华区四矿违法违规开采己组煤层，其201机巷顶板冒落导致局部通风机停风后，造成201掘进工作面内积聚大量高浓度瓦斯；违章排放瓦斯过程中致使瓦斯浓度达到爆炸界限；巷道内破损的煤电钻电缆短路产生高温火源引起瓦斯爆炸。
瓦斯事故,一是该矿在停产整顿期间拒不执行停产整顿指令，违法违规组织生产；二是存在超层越界开采行为，在批准的技改区域外组织生产，三是采煤方法落后，采用巷道式开采方式，采掘布置不合理，采用串联通风。
火灾事故,皮带机槽钢内侧长时间煤尘积累，能量逐步聚集，煤粉氧化，引起煤粉自燃。
透水事故,突水点（马庄煤矿一下山中部小溜子巷内的西拐巷正头）西部以上存有大量的老空区，老空区内存有大量的承压水，突水点处到老空区的防隔水煤柱宽度不够，在承压水长期的压迫和浸渗下，防隔水煤柱被突然冲垮，老空区内的水瞬间溃出，是造成这起透水事故发生的直接原因。
瓦斯事故,21431工作面采取了顺层钻孔预抽、岩巷穿层钻孔预抽、采空区上隅角埋管、高位顶板裂隙四种抽放方法，钻孔覆盖全部工作面，无空白带。根据测定报告，无论瓦斯压力、含量均符合要求，并且因为抽放充分，在回采过程中预测参数从未出现超标。本次突出前工作面瓦斯监控显示0.7%，并无异常。10月12日八点班，工作面突遇断层，该断层走向与下顺槽夹角42度，落差4米左右，在工作面中下部尖灭，向深部实体煤延伸。初步分析，本次突出与该地质构造有关，断层导通深部煤层瓦斯应力，并在断层处出现应力叠加，割煤机割煤时产生振动，诱导断层深部实体煤与瓦斯突出。
瓦斯事故,新丰二矿62011下副巷掘进工作面煤层具有突出危险性。在没有采取“四位一体”综合防突措施的情况下，打钻作业诱发了煤与瓦斯突出；该掘进工作面与62006采煤工作面串联通风，致使事故扩大。
瓦斯事故,平禹四矿12190机巷掘进工作面前方煤体松软，煤层由薄变厚，为瓦斯富集区；采取的防突措施没有消除突出危险，钻机施工瓦斯抽放孔引发突出。
透水事故,该矿违反技术改造初步设计，擅自在老空边界开掘一探巷采煤，导致老空积水溃出，是事故发生的直接原因。
瓦斯事故,平禹四矿12190机巷掘进工作面前方煤体松软，煤层由薄变厚，为瓦斯富集区；采取的防突措施没有消除突出危险，钻机施工瓦斯抽放孔引发突出。
瓦斯事故,思想认识不到位，未严格执行《防治煤与瓦斯突出规定》和省政府 “双十条”等有关规定，严格执行区域防突措施。
瓦斯事故,东升煤矿违法违规掘进11101巷道，诱发突出是导致事故发生的直接原因。
工伤事故,未对锚索外露过长部分采取安全有效的处理措施，而是采用铁丝系在顶板上，存在安全隐患，导致下弹伤人，是事故的直接原因。
工伤事故,使用3吨手拉葫芦处理链板机卡住的锚杆时，不按使用说明进行操作，而是用单链条进行起吊，野蛮操作，导致链条受力过大崩断
工伤事故,工作面顺槽提料眼上段气档处，翻越气档后，两人重新抬起，由于重物向下方甩动，导致行走不同步，蔡卫亮侧歪倒在底板上，腰部扛到自救器和轨道上，造成右肾挫伤
工伤事故,职工安全意识不强，一次卸两根棚梁，棚梁太重、太长（各根长4.5m， 30kg/m），职工操作时，没有能控制棚梁歪倒，是造成这起事故的直接原因
工伤事故,吊篮下滑速度过快，触及仓底矸石，造成两名乘坐吊篮人员及下口人员受伤。间接原因： 1.绞车司机对绞车性能掌握不熟，对关键环节未做到安全确认，导致离合没有完全合实是造成这起事故的直接原因
机电事故,违章指挥3名职工直接拆除耙矸机上的部分固定装置
工伤事故,现场作业人员使用5T电车头处理两辆叠加在一起的平板车时，对现场安全工作安排不细，对可能造成的安全威胁估计不足，是此次事故的主要原因
工伤事故,没有执行措施中有关转运材料时要轻拿轻放的规定，而是由班长李来喜采用打号子的方式4人同时将工字钢向底板扔。
机电事故,综采二队机电队长王某工作安排不到位、不仔细，与机电动力部间沟通不到位，在没有向机电动力部提出用电申请的情况下，安排杨某将电源私自接在恒安项目部的1140V动力电上，是本次事故的主要原因；
机电事故,班长张某安排工作不详细，组织安排不到位，是事故发生的主要原因；
机电事故,综采二队电工罗某，检修期间没有依照《煤矿工人技术操作规程》对电气设备检进行认真的检查，是本次事故的主要原因；
机电事故,综采一队绞车司机赵某开绞车前未严格执行《绞车运行前的管理和维护办法》仔细对绞车进行检查，是本次事故的主要原因；
机电事故,机电队队长陈某未按照《井下管路、线缆吊挂规定》及时落实此段管路的加固处理工作， 是事故发生的直接原因；
机电事故,当班班长挑顶放炮未严格按《40110运顺挑顶安全技术措施》施工，放炮前未对放炮地点前后管路进行防护、加固处理，是事故发生的主要原因；
机电事故,大巷一部皮带司机李某工作责任心不强，在皮带正常运行时未按照《皮带机司机岗位须知》起到监护作用，是事故发生的主要原因；
机电事故,跟班队长陈某工作安排不详细，现场管理不到位， 是事故发生的直接原因；
机电事故,机尾看护工曹某工作责任心不强，未能及时发现坏刮板倒进底槽，是事故发生的主要原因；
机电事故,班长吴某没有及时采取有效措施进行拉移支架；
机电事故,工作面走下山，刮板输送机不平直，机尾高机头低，煤机向机尾割煤时阻力大，是事故发生的直接原因；
机电事故,综掘一队当班值班队长杨某私自安排将旧螺丝、旧官股带下井，是本次事故的主要原因；
机电事故,综采二队管理不到位，未严格执行《大块煤、矸、铁器上皮带的规定》对挑顶作业过程安排不周全，是事故发生的主要原因；
机电事故,动筛车间皮带司机沈某，开皮带前巡查不到位，未发现501皮带上打有夹板，是本次事故的主要原因；
机电事故,"运输队车辆管理存在漏洞，未安排专职人员看护车辆,也未安排人员巡查车辆修理区，是事故发生的主要原因；"
机电事故,司机不能熟知《皮带机司机岗位须知》，操作不当，皮带松紧未检查就开机，是事故发生的主要原因
机电事故,在机尾堵塞后，未引起端头工乔某、田某的足够重视及时进行处理，是造成此次事故的直接原因；
机电事故,综采队在拉设40106回风顺槽超前支架，未提前将上隅角甲烷及一氧化碳传感器缆线回撤充足，是造成此次事故的主要原因；
机电事故,综采一队跟班队长张某工作安排不到位，开机前未认真进行检查，是本次事故的主要原因；
顶板事故,白马山煤矿实际控制人苏衍池违法组织人员入井采煤；作业地点为褶皱构造的轴部，煤层顶底板受褶皱构造影响，存在隐性裂缝、脱层，容易滑落；发生事故地点处于采煤小眼开口处，未采取抬棚支护措施，架设的支架，未进行连杆加固，易造成倒棚；作业人员采用电镐掏煤，破坏了围岩的稳定性，造成顶底板滑落，导致垮落的大重量岩石推倒支架，并将正在装煤作业的人员埋压死亡。
顶板事故,白马山煤矿拒不执行停产指令，非法组织采煤。白马山煤矿证照不齐，已被依法责令停止一切生产活动，并列入2018年去产能退出矿井，但该矿拒不执行下达的停产指令，违法违规组织煤炭生产。
瓦斯事故,鲤坑煤矿西采区主井以改建项目为名，采取虚假密闭等手段，长期越界盗采煤炭资源，在不具备安全生产条件下，-100m区段没有形成通风系统，长期微风、循环风作业，在氧气含量低等情况下组织作业人员冒险蛮干。-100m-43#西采面切眼掘进面位于应力集中区域的小背斜轴部，巷道采用木头点柱支护，支护强度低，工人采用电镐落煤，在煤层底部掏挖，造成集中应力失衡，引发煤炭压出。煤炭压出后，导致甲烷、二氧化碳等气体和煤尘瞬间涌出，并向下部-100m区段巷道扩散，引起氧气浓度急剧下降，造成事故发生。
顶板事故,306采区-100-39#采煤工作面顺槽迎头煤层较厚，煤质疏松，易片帮垮落；点柱柱距超宽，煤壁未背帮，顺槽未设置隔板将溜煤和行人分开，作业点未设置护身挡煤板，反眼口宽度不足，顺槽坡度20°～25°，易堵塞；作业人员违章冒险在顺槽迎头进行掏挖作业，导致迎头煤壁片帮大量煤炭垮落，将反眼口堵塞，造成作业人员被垮落的煤炭埋压窒息死亡。
运输事故,综放队职工赵广会扳道岔至弯道后，未发现道岔不密贴，致使支架车运行至道岔处，撞击岔尖受阻停车，使用北翼采区运输巷绞车牵引支架车时误入直道，受到钢丝绳侧向拉力掉道，将设置警戒站位不当的赵广会挤伤致死，是造成此次事故的直接原因。
瓦斯事故,东井宏圣五队当班机组司机，岗位责任意识淡薄，注意力不集中，未认真观察瓦斯管路吊挂情况，在起底时机组临时支护固定销不慎挂住瓦斯管路接头，将接头挂掉，是造成本次事故的直接原因。
机电事故,金成矿建岩掘一队一组司机运输安全意识差，未观察周围运输路线环境，倒车往工作面送料时，遇到水槽未减速慢行，车上最上一层钢筋网片受颠簸弹起将风筒挂破，是造成本次事故的直接原因。
机电事故,王台综掘准备队跟车工张某，安全意识淡薄，未按措施要求使用吊链进行卸车，导致自卸管路将开关碰坏，对本次事故负直接责任。
机电事故,井下机电工区西主井135架下台阶上的猴车托索轮耐磨套，被乘坐猴车人员碰下，滚落至井底，是造成本次事故的直接原因。
机电事故,连掘一队早班铲车司机秦某某在装车过程中，注意力不够集中，不慎将巷道内的瓦斯抽放管路三通撞坏，抽放站瓦斯浓度下降。
机电事故,8841豹狮人车长时间运行未对排气系统积炭进行清理，致使防火栅栏堵死，车辆倒车时压力增大，防火栅栏喷出的火星引燃二级冷凝器上积炭，顺排气管喷出，是造成本次车辆喷火的直接原因。
机电事故,综掘准备一队职工成某，辅助运输安全意识差，无证私自驾驶其它单位叉车叉油罐，不慎将空气加热室的热媒管路截止阀撞坏，是造成本次事故的直接原因。
运输事故,在没有清人的情况下，锚杆机司机也未观察前方是否有人，违反《2305尾巷掘进作业规程》和《锚杆(索)机操作补充安全技术措施》，驾驶锚杆机调机，将安监工轧伤，是造成这起事故发生的直接原因。
工伤事故,班长选择起吊位置不当，检修结束后，未将车辆放下，安排工作不详细，致使原某某违章进入被起吊的车辆下拽管，牵引钩被拉断，车辆落下将原栋强砸伤，是造成本次事故的直接原因
工伤事故,运安工区5501车司机徐某某充气时，未将倒档摘掉，便加油门，导致5501车向后倒退，操作失误，将武某某挤住、是造成本次事故的直接原因。
工伤事故,运安工区司机秦某某在向检修硐室调车过程中，违反工序管理中关于“启动前鸣号示警，确保车辆周围无人”的规定，盲目启动车辆，同时调头过程中车速过快、操作不当，是造成本次事故的直接原因。
工伤事故,职工李某某安全意识不强，在乘福田人车时思想不集中，被杂物拌倒，是造成本次事故的直接原因。
工伤事故,三轮车司机卢某某安全意识差。三轮车停放位置不当，将三轮车长时间停放在主要运输巷内，给各种大型车辆通行造成安全隐患；处理三轮车过程中，安全自保意识差，在支架车后退时没有撤到安全地点，致使自己被挤伤。
工伤事故,"西回风大巷4#横贯6寸压风管龙门架距离地面高度为2.2米，跟车工坐的铲车液压油箱距离地面高度为1.85米，高差为0.35米,铲车通过压风管龙门架时，铲车司机朱某某互保意识不强,违章强行通过压风管龙门架，将跟车工王某某挤伤,是造成本次事故的直接原因。"
工伤事故,通风科瓦检工安全意识淡薄，检查完瓦斯后半躺在巷道边板梁上休息，自保意识不强，车辆倒车过程中没有及时避让，对本次事故负主要责任。
工伤事故,连掘一队跟班干部安全意识淡薄，无证驾驶铲车，对铲车操作不熟练，致使铲车在下坡时突然熄火滑行，本人被甩出车外身体多处受伤，对本次事故负直接责任。
工伤事故,运安工区安装队在1305工作面安装期间，向工作面送液前，未将液压管捆绑、固定，送液后液管崩断、弹起将清煤人员打伤，是造成第一起事故的直接原因。
工伤事故,运安工区当班胶轮车司机，安全意识淡薄，违章用胶轮车顶矿车，将正在连车的人员挤伤，是造成这次事故的直接原因。
工伤事故,23064巷39—40#横川为上坡路段，坡度约为2-30，路面倾斜，北高南低有坡度，又由于回收队在此处施工锚索，造成此处地面湿滑，密闭队铲车司机未执行《寺河矿辅助运输管理制度》中“车辆行至20米处停车等待施工人员撤离安全地点(就近巷道或走到车辆尾部后10米处)方可通行”的规定。违章驾驶车辆通过，是造成本次事故的直接原因。
运输事故,运输二队人车司机，岗位责任心差，上班驾驶车辆期间，精神萎靡，注意力不集中，打瞌睡，导致车辆撞在巷道帮上，是造成本次事故的直接原因。
工伤事故,运输一队人车司机，自保意识淡薄，上班驾驶车辆期间，精神萎靡，注意力不集中，打瞌睡，且驾车时违章将左手搭在车门上方，车辆方向失控驶向巷帮时，应急处置不当，将左手托至巷帮，导致左手骨折，是造成本次事故的直接原因。
机电事故,班长王某自主保安意识不强，违反装载机作业规程及安全技术措施规定，违章使用装载机在7°以上坡度的掘进巷道进行运料作业，在倒车时车辆撞倒喷浆机后翻车，装载机将其本人重压致死，是造成此次事故发生的直接原因。
运输事故,胶轮车司机自主保安意识不强，违章操作，车辆在过风门时未熄火、未打眼，下车开风门时，车辆溜车撞住风门，风门夹住其头部致其死亡，是造成这起事故发生的直接原因。
运输事故,推煤机司机在油路未畅通的情况下违章起动推煤机后退，并在推煤机停止后退后、发动机未熄火、挡位未挂至空挡的情况下，又违章离开驾驶室开启供油阀，推煤机突然起动后退，不慎掉入运行的履带上，被挤压、挂伤后，又掉到左履带外侧煤山上，被推煤机铲板压轧至死，是造成本次事故发生的直接原因。
